"spellID","Name","Description"
38649,"Frost Destruction","Increases an ally's Frost spell power by 350 for 30 min."
38898,"Arcane Unlocking","Escape the effects of any stun, immobilization or movement speed reduction effect."
39019,"Complete Domination","Takes control of a humanoid enemy up to level 125 for 6 sec."
39272,"Summon Wrath Hound","Summons a meteor from the Twisting Nether, causing 3,668 Fire damage and stunning all enemy targets in the area for 1 min.  An Infernal rises from the crater, under the command of the caster for 1 min.  Once control is lost, the Infernal must be Enslaved to maintain control.  Can only be used outdoors."
39413,"Viper Sting","Stings the target, draining 3,968 mana over 8 sec.  Only one Sting per Hunter can be active on any one target."
39586,"Summon Windfury Totem","Summons a Windfury Totem with 1 health at the feet of the caster.  The totem enchants all party members weapons with wind, if they are within 30 yards.  Each hit has a 15% chance of granting the attacker 2 extra attacks with 340 extra attack power.  Lasts 1.5 min."
39588,"Searing Totem","Summons a Searing Totem with 1 health at your feet for 30 sec that repeatedly attacks 3 enemies within 401 yards for 4,121 Fire damage."
39589,"Cyclone Totem","Summons a Cyclone Totem."
39685,"Drop Mine","Deploys a land mine. Mines take 3 seconds to arm and deal 48 damage to all tonks in a 2 yard radius once triggered."
39902,"Rizzle's Frost Trap","Place a frost trap that creates an ice slick around itself for 30 sec when the first enemy approaches it.  All enemies within 0 yards will be slowed by 0% while in the area of effect.  Trap will exist for 1 min.  Only one trap can be active at a time."
39967,"Envenom","Consumes your Deadly Poison doses on the target and deals instant poison damage:

  1 dose:  187 damage

  2 doses: 374 damage

  3 doses: 561 damage

  4 doses: 748 damage

  5 doses: 935 damage"
40066,"Lightning Prod","Strikes an enemy with a lightning bolt that jumps to nearby enemies. The spell affects the target and any nearby allies, inflicting 3,000 Nature damage to each target."
40076,"Electric Spur","Frenzies a nearby Leviathan, increasing its rate of attack."
40084,"Harpooner's Mark","Places the Harpooner's Mark on an enemy, forcing any nearby Dragon Turtles to attack that enemy."
40097,"Restoration","Heals an ally every 3 sec. for 15 sec."
40243,"Crushing Shadows","Afflicts enemy targets, increasing Shadow damage dealt to them by 60% for 15 sec."
40366,"Mark of Anzu","Curses the target for 30 sec, increasing magical damage taken by 10%."
40367,"Twisting Blast","Pushes a close target away."
40368,"Nether Vortex","Pulls a target close."
40444,"Black Temple Tank Trinket","Each successful block has a chance to increase your maximum health by X for X."
40769,"Shivan Self Cleansing","Dispels a harmful effect from the caster."
40822,"ZoomTemp","Dan's Test Spell."
40823,"Silencing Shriek","A shout of command that silences all nearby enemies for 10 sec."
40876,"Doom Bolt","Hurls a bolt of dark magic at an enemy, inflicting 12,832 Shadow damage, plus additional shadow damage to enemies in the target area."
41068,"Blood Siphon","Steals 7,694 health from all enemies in a 45 yd cone in front of the caster."
41072,"Bloodbolt","Inflicts 3,500 damage to an enemy and adjacent enemies."
41084,"Silencing Shot","A shot that deals 8,794 damage and silences the target for 3 sec."
41085,"Freezing Trap","Place a frost trap that freezes the first enemy that approaches, preventing all action for up to 5 sec.  Any damage caused will break the ice.  Trap will exist for until cancelled.  Only one trap can be active at a time."
41186,"Wyvern Sting","A stinging shot that puts the target to sleep for 12 sec.  Any damage will cancel the effect.  When the target wakes up, the Sting causes Nature damage over 12 sec."
41233,"Brute Cologne","Splash it all over to unleash the sophisticated ogre inside. Creatures of all kinds will be certain to notice you from afar.



Only works in Blade's Edge Mountains."
41245,"Soul Blast","Hurls missiles of dark magic, inflicting Shadow damage to nearby enemies."
41246,"Shared Suffering","When active, 5% of all damage taken by the caster is taken by the target."
41375,"Shadow Word: Death","Inflicts 12,062 Shadow damage to an enemy, but deals equal damage to the caster."
41451,"Blessing of Spell Warding","A targeted party member is protected from all magical attacks for 15 sec."
41455,"Circle of Healing","Invokes Holy magic to heal nearby party members."
41467,"Judgment","Unleashes the energy of a Seal spell upon an enemy.  Refer to individual Seals for Judgment effect."
41472,"Divine Wrath","Consumes an enemy in flames, burning it and inflicting additional Fire damage every 2 sec. over 8 sec."
41475,"Reflective Shield","Wraps the caster in a shield that lasts up to 20 sec., absorbing a maximum of 25,000 damage and reflecting half of any absorbed damage back onto the attacker."
41478,"Dampen Magic","Dampens magic used against the targeted party member, decreasing damage taken from spells by up to 75% and healing spells by up to 500.  Lasts 5 min."
42025,"Spirit Mend","Heals an ally every 2 sec. for 10 sec."
42317,"Spirit Heal","Calls upon Holy magic to heal an ally."
42478,"Protective Ward","Summons a ward that lasts 30 sec. While the ward persists, nearby friendly units are protected from all damage."
42650,"Army of the Dead","Summons a legion of Ghouls over 4 sec who will fight for you for 40 sec, swarming the area, fighting anything they can."
42653,"Lesser Heal Death Knight Test","Heal your target for 966."
42672,"Frost Tomb","Encases the target in a block of ice."
42740,"Njord's Rune of Protection","Enhances a friendly target with a magical rune, absorbing up to 50,000 damage for 8 sec."
42955,"Conjure Refreshment","Conjures mana food providing the Mage and his allies with something to eat. Conjured items disappear if logged out for more than 15 minutes."
43337,"Test Arcane Shot LAB","An instant shot that causes 2,839 Arcane damage."
43430,"Avenging Wrath","Increases all damage caused by 50% for 10 sec."
43509,"Orb of Fire","Inflicts Fire damage to an enemy."
43556,"Curse of the Sepulcher","Curses the target for 2 min, reducing magical resistances by 90 and increasing magical damage taken by 10%."
43560,"Anger of Gjalerbron","Increases the time between an enemy's attacks by 25% and slows its movement by 25% for 10 sec."
43612,"Bash","Stuns an enemy, rendering it unable to move or attack for 5 sec."
43735,"Death Shout","The death knight shouts, increasing their melee attack power by 12."
43939,"Prayer of Fortitude","Power infuses the target's party, increasing their Stamina by 79 for 1 hour."
43987,"Conjure Refreshment Table","Conjures a refreshment table. Raid members can click the table to acquire conjured mana food.  



The table lasts for 3 min or 50 charges."
44256,"Lesser Healing Wave","Heals a friendly target for 6,567."
44257,"Fire Nova Totem","Summons a Fire Nova Totem that has 5 health and lasts 5 sec.  Unless it is destroyed within 5.2 sec., the totem inflicts 5 fire damage to enemies within 0 yd."
44286,"Wing Clip","Inflicts 338 damage and reduces the enemy target's movement speed by 60% for 10 sec."
44314,"Fel Explosion","Sends out a blast wave of magic, inflicting Arcane damage to nearby enemies."
44425,"Arcane Barrage","Launches bolts of arcane energy at the enemy target, causing 9,537 Arcane damage. 



Damage increased by 60% per Arcane Charge



Hits 1 additional target within 10 yds per Arcane Charge for 50% damage.



Consumes all Arcane Charges."
44457,"Living Bomb","The target becomes a Living Bomb, taking 7,622 Fire damage over 3.9 sec, and then exploding to deal an additional 5,870 Fire damage to the target and all other enemies within 10 yards.



Other enemies hit by this explosion also become a Living Bomb, but this effect cannot spread further."
44503,"Wretched Fireball","Inflicts Fire damage to an enemy."
44504,"Wretched Frostbolt","Inflicts Frost damage to an enemy and reduces its movement speed for 4 sec."
44520,"Fel Armor","Surrounds the caster with fel energy, increasing the amount of health generated through spells and effects by 30% and increasing spell power by 250.  Only one type of Armor spell can be active on the Warlock at any time.  Lasts 30 min."
44547,"Deadly Embrace","Seduces the target for up to 6 sec."
44587,"Recharging Mana Gem","Approves your target"
44614,"Flurry","Unleash a flurry of ice shards, striking the target 3 times for a total of 19,810 Frost damage.



Each shard reduces the target's movement speed by 70% for 1 sec."
45027,"Revitalize","Restores health and mana to an ally over time."
45328,"Water Breathing","Allows the target to breathe underwater for 20 min."
45336,"Electrical Overload","Sends out a blast wave of magic, inflicting Arcane damage to nearby enemies."
45362,"Test Blazing Blood","A take on the Bloodthirst talent."
45442,"Soul Flay","Inflicts Shadow damage to an enemy and reduces its movement speed for 3 sec."
45528,"Ghost Wolf","Turns the Shaman into a Ghost Wolf, increasing speed by 40%.  Only useable outdoors."
45664,"Legion Lightning","Strikes an enemy with Legion Lightning that arcs to another nearby enemy. The spell affects up to 5 targets, inflicting diminishing Shadow damage to each successive target."
45745,"Warsong Mini-gun","A low fuel cost makes this mid to long range gun an absolute necessity in the field. Aim low and let it rip!"
45750,"Land Mine Barrier","The siege tank drops 8 Warsong land mines in a circle around itself. Used to take out what the Meatpounder left behind."
45902,"Blood Strike","Savagely strike for 25,023 Physical damage, reducing the target's movement speed by 30% for 8 sec. 



Generates 5 bonus Runic Power."
46224,"TempSmite","Dan's Test Spell."
46367,"Anveena's Prison","A field of Arcane power traps Anveena."
46442,"Flash of Darkness","Inflicts 7,694 Shadow damage to enemies in front of the caster."
46450,"Portal: Lower Naxxanar","Creates a portal to Lower Naxxanar"
46451,"Portal: Upper Naxxanar (Horde)","Creates a portal to Upper Naxxanar"
46452,"Portal: Temple City of En'kilah","Creates a portal to Temple City of En'kilah"
46487,"Copy of Holy Bolt","Inflicts Holy damage to an enemy."
46543,"Ignite Mana","Consumes up to 4,600 mana from an enemy over 12 sec.  For each point of mana consumed, the target takes 1.0 damage."
46565,"Holyform","Assumes a Holyform, increasing healing dealt by 25% and reducing melee damage taken by 20%. Holyform lasts until cancelled."
46580,"TEST - Frostfire 2","Launches a bolt of frost at the enemy, causing 1,221 Frost damage and slowing movement speed by 40% for 5 sec."
47278,"Portal: Upper Naxxanar (Alliance)","Creates a portal to Upper Naxxanar"
47307,"Test Frozen Tomb","Frost spell of imminent arena doom."
47468,"Claw","Claw the enemy, dealing 125% of normal melee damage."
47476,"Strangulate","Shadowy tendrils constrict an enemy's throat, silencing them for 5 sec."
47484,"Huddle","Go into a defensive crouch, reducing all damage taken by 50% but preventing other actions for 10 sec."
47540,"Penance","Launches a volley of holy light at the target, causing 38,511 Holy damage over 1.9 sec. Castable while moving."
47568,"Empower Rune Weapon","Empower your rune weapon, immediately activating all your runes and generating 25 Runic Power."
47731,"Critter","Transforms an enemy into a critter, forcing it to wander around for up to 3 sec. While wandering, the critter cannot attack or cast spells."
47751,"Spark","Hurls a magical bolt at an enemy, inflicting Arcane damage."
47773,"Firebomb","Inflicts Fire damage to an enemy and enemies nearby."
47784,"Immolation Trap","Place a fire trap that will burn the first enemy to approach for 0 Fire damage over 1 min.  Trap will exist for 1 min.  Only one trap can be active at a time."
47788,"Guardian Spirit","Calls upon a guardian spirit to watch over the friendly target for 10 sec, increasing healing received by 40% and preventing the target from dying by sacrificing itself.  This sacrifice terminates the effect and heals the target for 40% of maximum health. Castable while stunned.



Massive damage amounts will kill the target despite this effect."
47789,"Arcane Trap","Place an arcane trap that sends out a blast wave of magic, inflicting 4,580 Arcane damage to nearby enemies.  Trap will exist for 1 min."
47902,"Blood and Thunder","Bring down the Scourge necropolis floating above the Plains of Nasam in a glorious hail of blood and thunder!"
47922,"Furyhammer's Immunity","Protected from all magical and physical harm."
48018,"Demonic Circle","Summons a Demonic Circle for 6 min, allowing you to cast it again to teleport to its location and remove all movement slowing effects. Limit 1."
48168,"Inner Fire","A burst of Holy energy fills the caster, increasing armor by 10% and spell power by 10%."
48179,"Crystallize","Inflicts Frost damage to nearby enemies, immobilizing them for up to 10 sec."
48181,"Haunt","A ghostly soul haunts the target, dealing 44,015 Shadow damage. If the target dies within 15 sec, Haunt's cooldown is reset."
48262,"Rune of Asvior","Inflicts 3,298 Fire damage to an enemy after 5 sec."
48264,"Rune of Ubbi","Heals an ally for 4,580 damage after 5 sec."
48319,"Nightmare","Assault the target's mind, causing a powerful nightmare that deals 1,080 Shadow damage to all enemies within 10 yards of the target. Lasts 15 sec."
48438,"Wild Growth","Heals up to 6 injured allies within 30 yards of the target for 18,136 over 7 sec. Healing starts high and declines over the duration."
48599,"Rune of Binding","Applies a shadowy rune on an enemy for 5 sec which immobilizes the enemy after 5 sec."
48616,"Obsidian Essence","Increases the damage dealt by all allies within 30 yards by 10% for 20 sec."
48984,"Throw Saw Blade","Hurls saw blade at current enemy target and up to two nearby enemies."
49020,"Obliterate","A brutal attack with both weapons that deals a total of 85,419 Physical damage."
49063,"Ignite Fuel","Burns nearby enemies, then inflicts additional fire damage every 1 sec. for 21 sec."
49143,"Frost Strike","Chill your weapons with icy power, and quickly strike the enemy with both weapons, dealing a total of 66,727 Frost damage."
49184,"Howling Blast","Blast the target with a frigid wind, dealing 10,203 Frost damage to that foe, and 8,672 Frost damage to all other enemies within 10 yards, infecting all targets with Frost Fever.



 Frost Fever

A disease that deals 89,792 Frost damage over 24 sec and has a chance to grant the Death Knight 5 Runic Power each time it deals damage."
49195,"Copy of 7th Legion Chain Gun","A low fuel cost makes this mid to long range gun an absolute necessity in the field. Aim low and let it rip!"
49206,"Summon Gargoyle","A Gargoyle flies into the area and bombards the target for 40 sec."
49028,"Dancing Rune Weapon","Summons a rune weapon for 8 sec that mirrors your melee attacks and bolsters your defenses.



While active, you gain 40% parry chance."
49358,"Teleport: Stonard","Teleports you to Stonard."
49359,"Teleport: Theramore","Teleports you to Theramore."
49360,"Portal: Theramore","Creates a portal, teleporting group members that use it to Theramore."
49361,"Portal: Stonard","Creates a portal, teleporting group members that use it to Stonard."
49671,"Summon Shadowfiend","Creates a shadowy fiend to attack the target. Lasts 2 min."
49692,"Front Cannon","Fires an explosive missile directly forward, detonating when it has travelled 50 yards, hitting any enemies within 10 yards."
49753,"Rune of Destruction","Applies a fiery rune on an enemy for 5 sec which damages the enemy after 5 sec."
49814,"Air Mine","Summons 3 exploding runes near the target enemy. The runes will explode, dealing 850 Fire damage if anyone approaches them too closely."
49839,"Proximity Mines","Summons 3 mines near the caster. The mines will explode, dealing 850 Fire damage if anyone approaches them too closely."
49847,"Rocket Boost","Fires the booster rockets on the Flying Machine, increasing its speed by 100% for 5 sec."
49935,"Hex of the Murloc","Transforms an enemy into a murloc, rendering it unable to attack or cast spells for 3 sec."
49966,"Smack","Smack the enemy, causing 10,193 damage.  Deals 100% more damage and costs 100% more Focus when your pet has 50 or more Focus."
50090,"Touch of Misery","Curses the target with Touch of Misery. If the target is not dispelled of the curse, the target will become infected with the Wrath of Misery."
50198,"Magic Burn","Burns an enemy, inflicting 4,033 Arcane damage on impact and 1,283 Arcane damage every 3 sec. for 21 sec."
50257,"Scalding Blast","Blasts the target with scalding water, inflicting 1,557 Fire damage."
50348,"Flame Fury","Inflicts 6,107 Fire damage to enemies in a cone in front of the caster every second."
50356,"Inject Plague","Inflicts 641 Shadow damage to an enemy every 2 sec. for 8 sec."
50408,"Engulfing Flame","Hurls a fiery ball at Scourge units in Galakrond's Rest."
50409,"Engulfing Flames","Hurls a fiery ball of death at Scourge units in Galakrond's Rest."
50412,"Copy of Thorns","Thorns sprout from the friendly target causing 207 Nature damage to attackers when hit.  Lasts 30 sec."
50425,"Diluted Ethereum Essence","Allows you to detect lesser invisibility for 30 sec without causing brain damage... probably.



Conjured items disappear if logged out for more than 15 minutes."
50462,"Anti-Magic Zone","Places a large, static Anti-Magic Zone which can protect any party members inside it.  The Anti-Magic Zone absorbs 100% of the damage dealt by the next harmful spell. Absorbs a limited amount of damage."
50521,"Wing Buffet","Blasts the target for 6 damage and knocking it back."
50578,"Ice Shard","Inflicts 7,427 Frost damage to an enemy."
50659,"Conversion Beam","Inflicts 366 Shadow damage to an enemy every 2 sec and causes Weakened Resolve."
50672,"The Demoralizer","Did somebody call for delivery? Scourge units on the Plains of Nasam can't get enough of this projectile. 11,725 damage to all Scourge in its blast radius."
50676,"Meatpounder","Unleashes the Meatpounder! Short range, maximum carnage!"
50740,"Raven Flock","Inflicts 8,801 Shadow damage."
50750,"Raven Heal","The raven's power heals the caster for 489 damage every 1 sec. for 5 sec."
50769,"Revive","Returns the spirit to the body, restoring a dead target to life with 35% of maximum health and mana. Not castable in combat."
50842,"Blood Boil","Deals 76,526 Shadow damage and infects all enemies within 10 yds with Blood Plague.



 Blood Plague

A shadowy disease that drains 77,216 health from the target over 24 sec."
50905,"Judgment of Onslaught","Transfers 50% armor to the caster for 10 sec."
50908,"Seal of Onslaught","Grants the casters attacks the chance on melee swing to ignore enemy armor."
50915,"Raging Consecration","Consecrates the land beneath Paladin, doing 3,296 Holy damage over 8 sec to enemies who enter the area."
50977,"Death Gate","Opens a gate which you can use to return to Ebon Hold.



Using a Death Gate while in Ebon Hold will return you back to near your departure point."
50980,"Cataclysm","Deals 38,473 damage to all nearby Scourge."
50985,"Reconstruction","Restores all health."
50997,"Crystal Chains","Inflicts Frost damage and immobilizes an enemy target for up to 10 sec."
51016,"Vampiric Bolt","A vampiric bolt which drains 2,443 health from an enemy, transferring it to the caster."
51103,"Frostbomb","Launches a Frostbomb that deals Frost damage and freezes the ground, dealing periodic damage and slowing the movement speed of enemies in an area."
51271,"Pillar of Frost","The power of Frost increases your Strength by 20%, and grants immunity to external movement effects such as knockbacks.  Lasts 20 sec."
51287,"Chaos Bolt","Sends a bolt of Chaotic Fire at the enemy, dealing Fire damage. Chaos Bolt cannot be resisted, and pierces through defensive immunities."
51337,"Shadowflame","Targets in a cone in front of the caster take 8,801 Shadow damage and an additional 0 Fire damage over until cancelled."
51339,"Decimate","Decimates an enemy, inflicting Shadow damage and increasing all damage taken by 5% for 8 sec."
51340,"Curse of Impotence","Reduces damage done by 20% for 15 sec."
51431,"Power Release","The powerful magic released Inflicts 586 Shadow damage every 1 sec but also increases damage dealt by 20% for 5 sec."
51489,"Skin of Earth","Thorns sprout from the friendly target causing 1,374 Nature damage to attackers when hit.  Lasts 20 sec."
51505,"Lava Burst","Hurls molten lava at the target, dealing 15,406 Fire damage. Lava Burst will always critically strike if the target is affected by Flame Shock.



Generates 12 Maelstrom."
51622,"Raging Shadows","The unleashed shadows Inflict 1,374 Shadow damage knocking back all nearby enemies."
51663,"Slap in the Face","Delivers a face slap to all nearby players, stunning them.  Targets affected by this ability can still communicate through the forums.  Lasts until the next patch is released."
51678,"Ram","Rams any enemies in front of the demolisher, dealing 4,275 Damage and knocking them back. Also deals 2,000 siege damage to buildings."
51723,"Fan of Knives","Sprays knives at all targets within 10 yards, dealing 16,971 Physical damage and applying your active poisons at their normal rate.



Awards 1 combo point."
51729,"Blessing of Zim'Torga","Places a Blessing on the friendly target, increasing total stats by 10% for 1 hour. Limited to Zul'Drak."
51732,"Arcane Infusion","Infuses the target with Arcane energy.  After 4 seconds the target is affected by Overload which deals 403 Arcane damage every 2 seconds to nearby units."
51758,"Fire Reflection","Raise your shield, reflecting Fire spells cast on you.  Lasts 6 sec."
51763,"Frost Reflection","Raise your shield, reflecting Frost spells cast on you.  Lasts 6 sec."
51764,"Shadow Reflection","Raise your shield, reflecting Shadow spells cast on you.  Lasts 6 sec."
51766,"Arcane Reflection","Raise your shield, reflecting Arcane spells cast on you.  Lasts 6 sec."
51779,"Frostfire Bolt","Launches a bolt of frostfire at the enemy, causing 348 Frost-Fire damage, slowing movement speed by 40% and causing an additional 81 Fire damage over 9 sec.  If the target is more vulnerable to Frost damage, this spell will cause Frost instead of Fire damage."
51787,"Mystical Bolt","Casts a mystical bolt that tears at enemy's connection to the material realm, dealing 1,007 Arcane damage but increasing the target's critical-hit chance by 5% for 1 min.

Stacks up to 5 times."
51799,"Runic Intellect","Increases the target's Intellect by 200 and Increases the target's spell hit by 50 for 2 min."
51806,"Power Flux","Explodes with arcane power, dealing 10,358 Arcane damage."
51808,"Fury of the Blue","Trapped by the fury of the Blue Dragonflight.  Inflicts 550 Arcane damage every 1 sec for 5 sec."
51854,"Deathbolt","Inflicts 9500 to 10500 shadow damage."
51877,"Coldwind Blast","Strikes an enemy with a fierce gust of wind, inflicting Nature damage."
51886,"Cleanse Spirit","Removes all Curse effects from a friendly target."
51958,"Teleport: Zul'Farrak","Teleports the caster to Zul'Farrak.  You must have discovered Theramore to use this scroll."
52011,"Renewing Beam","Heals an ally 5% health every 2 sec for 6 sec."
52053,"Homing Missile","Deals 4,275 damage to the current target. Requires a flying target."
52055,"Meatsaw","Deals 8,549 damage to all enemies within 8 yards."
52144,"Summon Explosive Rune","Summons a shimmering rune, after 4 seconds inflicts 10,816 Fire damage to nearby enemies."
52197,"Jump Jets","The shredders jump jets fire, hurling it upwards and forward."
52201,"Gundam Shot","Fires an explosive missile directly forward, detonating when it has travelled 50 yards, hitting any enemies within 10 yards."
52269,"Lightning Burst","Calls down a bolt of lightning, inflicting Nature damage to all enemies near the caster."
52281,"Flame of the Seer","Calls upon the power of the Seer to increase caster's spell damage by 400 for 2 min."
52358,"Swift Paws","Increases movement speed by 20% for 15 sec."
52372,"Icy Touch","Deals 265 to 288 Frost damage modified by attack power and reduces the target's ranged, melee attack, and casting speed by 15% for 20 sec."
52373,"Plague Strike","A vicious strike that deals weapon damage plus 45 modified by attack power and plagues the target, dealing 356 Shadow damage over 12 sec."
52499,"Unholy Frenzy","Increases an ally's attack and casting speed by 75% for 10 sec., but also inflicts 244 Shadow damage to that ally every 2 sec."
52531,"Steam Blast","Inflicts Fire damage to enemies in a cone in front of the caster."
52554,"Nourish","Calls upon Nature magic to heal an ally."
52592,"Curse of Fatigue","Curses all enemies in a 0 yard radius around the target, dealing 12,832 Shadow damage, slowing movement speed by 30%, attack speed by 30%, and casting speed by 30%. Lasts 10 sec."
52604,"Scorpid Sting","Stings the target, reducing chance to hit by 5% for 15 sec.  Only one Sting per Hunter can be active on any one target."
52610,"Savage Roar","Finishing move that grants 25% increased damage to your Cat Form attacks for their full duration. Lasts longer per combo point:



   1 point  : 8 seconds

   2 points: 12 seconds

   3 points: 16 seconds

   4 points: 20 seconds

   5 points: 24 seconds"
52660,"Arcane Wave","Launches wave of magical energy at the enemy target, causing 5,130 Arcane damage."
52714,"Revitalizing Rune","Heals the caster for 4,580 after 5 sec."
52774,"Renew Steel","Repairs 1,186% damage every 2 sec. for 6 sec.  Only useable on Iron Vrykul."
52814,"Arctic Winds","A cold gust of wind inflicts 4,030 Nature damage."
52926,"Valroth's Smite","Smites an enemy, inflicting Holy damage."
53032,"Flurry of Claws","Unleashes Soo-holu's wrath upon nearby enemies, furiously attacking them for 10 sec."
53114,"Frozen Deathbolt","Fires a frozen deathbolt at enemy targets, inflicting 32,977 damage to all humans and 87,939 damage to ballistas."
53140,"Teleport: Dalaran - Northrend","Teleports you to Dalaran in Northrend."
53142,"Portal: Dalaran - Northrend","Creates a portal, teleporting group members that use it to Dalaran."
53209,"Chimaera Shot","A two-headed shot that hits your primary target and another nearby target, dealing 35,435 Nature damage to one and 35,435 Frost damage to the other. Generates 10 Focus for every target hit."
53214,"Assassinate","TBW"
53385,"Divine Storm","Unleashes a whirl of divine energy, dealing 37,534 Holy damage to all nearby enemies."
53503,"Sword of Light","Increases the damage you deal with two-handed melee weapons by 5%."
53563,"Beacon of Light","Places a Beacon of Light on a friendly target. Your heals on other party or raid members will also heal the Beacon of Light target for up to 40% of the amount healed. Your Flash of Light and Holy Light on the Beacon of Light target will also refund 30% of their Mana cost."
53616,"Poison Bolt Volley","Shoots poison at an enemy, inflicting Nature damage, then additional damage every 3 sec. for 9 sec."
54049,"Shadow Bite","Bites the enemy, causing 2,789 Shadow damage.



(Right-Click to toggle)"
54166,"Maker's Sanctuary","Removes the Etymidian from combat and protects it from all attacks and spells for 12 sec.  During that time the Etymidian also cannot attack or use spells."
54193,"Earth's Fury","Throws all nearby enemies into the air, dealing damage and slowing their movement speed for 6 sec."
54194,"Mend","Restores health to an ally."
54195,"Earth's Wrath","Hurls a ball of enchanted earth at the enemy, dealing significant damage."
54237,"Water Blast","Shoots a blast of water at an enemy, dealing 11,366 Frost damage and knocking it back."
54283,"Increase Critical Strike Chance 100%","Increases the target's spell critical strike chance by 30%"
54290,"Web Shot","Deals 2,748 Nature damage and reduces movement speed by 10%. Lasts 5 sec. Stacks up to 7 times."
54303,"Uber Spirit 80 Buff","Holy power infuses the target, increasing their Spirit by 60,000 for 30 min."
54540,"Test Frostbolt Weapon","Launches a bolt of frost at the enemy, causing 2,017 Frost damage and slowing movement speed by 40% for 6 sec."
54792,"Icy Veins","Hastens your spellcasting, increasing spell casting speed by 20%.  Lasts 20 sec."
54900,"Missiles","Launches Missiles at the enemy, causing 2,137 damage every 1.0 sec for 5 sec."
54904,"Sawblade","Deals 9,771 damage to all enemies within 8 yards."
55087,"Typhoon","Conjures a violent wave that does 9,442 Nature damage to hostile targets."
55090,"Scourge Strike","An unholy strike that deals 26,068 Physical damage and 13,555 Shadow damage, and causes 1 Festering Wound to burst."
55233,"Vampiric Blood","Embrace your undeath, increasing your maximum health by 30% and increasing all healing received by 30% for 10 sec."
55342,"Mirror Image","Creates 3 copies of you nearby, which cast spells and attack your enemies. Lasts 40 sec."
55416,"Light as a Feather","Slows falling speed for 1 min."
55426,"Gymer's Smash","Gymer smashes his fist into the ground, causing 7,939 damage to all enemies in a 12 yard radius."
55429,"Gymer's Roar","Gymer lets lose a deafening roar, knocking back all enemies in front of him."
55598,"Cleanse Magic","Dispels magic on an ally, removing 1 harmful spell."
55625,"Tranquilizing Shot","Attempts to remove 1 Enrage effect from an enemy target."
55709,"Heart of the Phoenix","When used, your pet will miraculously return to life with full health."
55918,"Shockwave","Sends a wave of force in front of the warrior, causing 4,177 damage and stunning all enemy targets within 10 yards in a frontal cone for 4 sec."
55987,"Engulfing Fireball","Fires an engulfing fireball at enemy targets, inflicting 7,695 damage to all ghouls and 26,381 damage to giants."
56092,"Engulf in Flames","Launches a blast of flames, igniting your target for 1,832 Fire damage every 3 sec. This effect stacks. Lasts longer per combo point:

   1 point  : 6 seconds

   2 points: 10 seconds

   3 points: 14 seconds

   4 points: 18 seconds

   5 points: 22 seconds"
56319,"Ball Lightning","Inflicts 1,557 Nature damage every 1 sec over 8 sec to enemies who enter the area."
56520,"Blessing of Might","Places a Blessing on the friendly target, increasing attack power by 175 for 30 min.  Players may only have one Blessing on them per Paladin at any one time."
56521,"Blessing of Wisdom","Places a Blessing on the friendly target, restoring 91 mana every 5 seconds for 30 min.  Players may only have one Blessing on them per Paladin at any one time."
56570,"Rapid-Fire Harpoon","Fire at Jotunheim Proto-Drakes and their riders to shoot them down.  Does 32% damage per shot to the target.  Effective range is 150 yards, but the harpoons are more precise closer in."
56686,"Time Snap","Freezes time at your target destination for a short time, allowing you to safely rescue a stranded Argent Crusader."
56702,"Shadow Sickle","Flings circular shadow blades at random enemies for 6 sec. Channeled."
56728,"Eyes in the Dark","Allows the Eye of Taldaram to counter spells cast by the target."
56730,"Dark Counterspell","Deals 1,221 Shadow damage and counters an enemy's spellcast, preventing any spell from that school of magic from being cast for 8 sec."
56746,"Punch","Force Nergeld to punch the ground, causing 13,191 damage to enemies within 0 yards."
56747,"Stomp","Make Nergeld stomp the ground, causing 13,191 damage to all enemies in a 15 yard radius, and causing them to be knocked down and stunned."
56748,"Roar","Use Nergeld to let loose a powerful roar that will cause 6,595 damage and knock back all enemies in front of him within 30 yards."
56861,"Gale","You summon a violent Typhoon that does 8,526 Nature damage when in contact with hostile targets, knocking them back 5 yards."
56896,"Rhino Strike","A strong attack."
56897,"Storm Call","Inflicts 4,031 Nature damage every 1 sec at target location for 5 sec. (15 sec. cooldown)"
57090,"Revivify","Heals the target for 672 per second. Lasts 10 sec. Awards one combo point.  Stacks up to 5 times."
57108,"Flame Shield","Surrounds the caster in a shield of flames, reducing all damage taken by 80%. Lasts longer per combo point:

   1 point  : 2 seconds

   2 points: 3 seconds

   3 points: 4 seconds

   4 points: 5 seconds

   5 points: 6 seconds"
57143,"Life Burst","Releases a burst of rejuvenating energy, healing friendly targets within 60 yards and increasing the caster's healing done by 50%. Heals for more and lasts longer per combo point:

   1 point :   5,000 heal / 5 sec

   2 points:   7,500 heal / 10 sec

   3 points: 10,000 heal / 15 sec

   4 points: 12,500 heal / 20 sec

   5 points: 15,000 heal / 25 sec"
57375,"Land Mines","Summons 3 Land mines. The mines will explode, dealing 850 Fire damage if anyone approaches them too closely. Deals bonus damage to mechanical units."
57412,"Reckoning Bomb","Unleashes the Reckoning upon the Scourge, inflicting ridiculous amounts of damage. Some might even say the damage is ludicrous."
57532,"Eye of Acherus","Summons the Eye of Acherus with 100 health 5 min that allows vision of nearby area and warns of enemies that attack it.  Right-Click on buff to switch back and forth between Eye of Acherus and normal vision."
